video_id,duration,time_stamp,sentences
kydLJTDTuAo,278.429729,"[105.546, 107.22975056689343]","Homer looks surprised as Marge's sisters join the family dinner, their arrival met with a sharp, ""Forgot? For fuck's sake,"" from someone unseen."
kydLJTDTuAo,278.429729,"[107.711, 133.067]","Marge, wearing a green dress, looks concerned as Lisa, in an orange dress, sits on the bed holding a small object, while a man off-screen argues with someone about reporting a video and giving them a ""community guidelines strike."""
kydLJTDTuAo,278.429729,"[133.067, 137.049]","Lisa, wearing an orange dress, sits pensively on the edge of her bed in her pink and blue bedroom, gazing out the window at the greenery while a pop song plays softly in the background."
kydLJTDTuAo,278.429729,"[137.049, 144.14947845804988]","Marge, looking stern in her green dress, walks into the cluttered living room, pushing a broom across the floor as a man and a woman argue about something being ""a real event."""
kydLJTDTuAo,278.429729,"[145.117, 156.817]","A scowling cartoon boy with spiky yellow hair clutches a toy, his anger palpable as a woman's voice discusses a video about bullying in the background."
kydLJTDTuAo,278.429729,"[156.817, 160.31]","A scowling, spiky-haired boy perches precariously on a tree branch outside a house, his frustration mounting as a woman's exasperated voice exclaims ""Uh-oh"" in the background."
kydLJTDTuAo,278.429729,"[160.31, 182.907]","A spiky-haired boy, resembling Bart Simpson, hides behind a bush, peeking into a brightly colored room through the window as a man and a woman argue about someone's online behavior."
kydLJTDTuAo,278.429729,"[182.907, 195.934]","A cartoon dog breaks free from its leash and leads its owner on a chase through a suburban neighborhood, eventually disappearing down a sewer only to emerge later, much to the relief of its owner, as upbeat electronic music plays in the background."
kydLJTDTuAo,278.429729,"[195.934, 198.239]","A pair of hands wearing yellow gloves methodically cuts a piece of meat on a white plate with a knife and fork, while a voice can be heard off-screen mentioning someone passed away."
kydLJTDTuAo,278.429729,"[198.239, 218.287]","In a dimly lit dining room, two animated characters are seated at a table, one with a sly smile and the other speaking animatedly, as a woman off-screen expresses surprise and mentions ""Pepsi boy."""
kydLJTDTuAo,278.429729,"[220.208, 230.581]","A brown dog with perked ears curiously sniffs at a partially hidden figure behind a bush, as a man off-screen can be heard arguing about someone needing to watch a specific video."
kydLJTDTuAo,278.429729,"[232.816, 235.68]","Two cartoon police officers are seated at a table, one engrossed in ""Les Miserables"" while a woman off-screen exclaims in surprise, having also seen the video they are discussing."
kydLJTDTuAo,278.429729,"[235.68, 238.299]","Two cartoon police officers in a control room, their attention glued to a large screen flashing an ""INTRUDER"" alert on a map, suggest a tense situation is unfolding."
kydLJTDTuAo,278.429729,"[238.299, 240.919]","In a whimsical scene, a classical statue adorned with a television for a head stands majestically in a verdant garden as Bart Simpson observes the peculiar sight."
kydLJTDTuAo,278.429729,"[244.307, 248.5231746031746]","In a well-lit bar, a scowling man in a dark suit slams his phone down on the counter after a heated phone call with a woman who is upset about being told to shut up."
kydLJTDTuAo,278.429729,"[251.362, 254.47]","Bart, happy after leaving the chaotic Thanksgiving gathering, strolls through a peaceful field with a big smile on his face as someone off-screen shouts, mistaking him for someone else."
kydLJTDTuAo,278.429729,"[254.47, 256.915]","Bart Simpson, with a mischievous grin, hears someone calling out ""EJ! Sorry Justin! You good!"" as he walks away from the commotion."
kydLJTDTuAo,278.429729,"[257.753, 261.525]","Bart, leaving the Thanksgiving chaos behind, strolls through a grassy field when he's suddenly pursued by a large, menacing dog, his carefree demeanor shifting to one of panic as he narrowly escapes."
kydLJTDTuAo,278.429729,"[263.062, 278.01]","Lisa, wearing an orange dress and a thoughtful expression, sits at her desk in her room, seemingly undisturbed by the muffled voices of a man and a woman arguing in the background."
VeD--7mvGo0,406.614542,"[6.047, 14.639]","The video opens with a title card for ""10 Days of Prayer"", then transitions to a static shot of a group standing in a circle, seemingly engaged in silent prayer or meditation. As the scene changes, a group of formally dressed singers appear on stage, illuminated by spotlights, and begin performing a pop song for the seated audience members."
VeD--7mvGo0,406.614542,"[14.639, 22.647]","A group of singers, dressed in a mix of casual and formal attire, stand on a stage with a red curtain backdrop, harmonizing into their microphones as they perform a song about Jesus for the audience."
VeD--7mvGo0,406.614542,"[22.647, 25.379410430839002]","After the musical performance, a man in a gray suit and striped tie stands at a podium with a transparent front, seriously addressing the audience against a blurred background of a red curtain."
VeD--7mvGo0,406.614542,"[25.608, 43.793]","The video transitions from a man giving a speech to a group of four singers, dressed in a mix of casual and formal attire, performing on a stage with a red curtain backdrop. They are each holding a microphone and singing in harmony. The camera then cuts to a man in a suit, lost in contemplation with his head resting on a red bench. Finally, the scene shifts back to a larger group of singers, all formally dressed and holding microphones, passionately performing on a stage with red curtains and a wooden wall."
VeD--7mvGo0,406.614542,"[43.793, 48.256]","After the musical performance, the video cuts to a man deep in thought or prayer, centered in a room full of people quietly reflecting in a church, as a world music song plays softly in the background."
VeD--7mvGo0,406.614542,"[48.256, 54.262]","A group of four singers, two women and two men, stand on a stage with red curtains and a backdrop that reads ""AND NOW THESE THREE REMAIN: FAITH, HOPE & LOVE,"" singing in unison into yellow microphones."
VeD--7mvGo0,406.614542,"[54.262, 67.4]","As the music fades, the scene shifts from the previous performance to a woman in pink, sitting peacefully with her eyes closed amidst a gathering of people, seemingly lost in prayer. Then, the video transitions to a new group of four singers, two men and two women, standing in a line on stage, illuminated by spotlights as they harmonize into their yellow microphones before a red curtain."
VeD--7mvGo0,406.614542,"[67.4, 84.542]","A man in a suit kneels on a red carpet, seemingly deep in prayer, then a group of three singers in formal attire perform on a stage with red curtains, their voices blending in harmony, and finally, a contemplative individual with glasses, draped in a blue garment and gray scarf, sits with crossed arms, suggesting a formal gathering."
VeD--7mvGo0,406.614542,"[84.542, 114.405]","A group of singers, dressed in a mix of casual and formal attire, harmonize on stage before a red curtain, their number growing from three to four and finally five as they continue to sing the foreign-language song."
VeD--7mvGo0,406.614542,"[114.405, 123.123]","As the man with glasses finishes his speech, a group of three singers takes the stage, illuminated by spotlights, to perform a pop song in front of a wooden wall with the inscription ""THESE THREE REMAIN: FAITH, HOPE & LOVE."""
VeD--7mvGo0,406.614542,"[123.123, 132.048]","Despite the blurry image, a man can be heard singing in a foreign language, later joined by others as they bow their heads in prayer."
VeD--7mvGo0,406.614542,"[132.048, 139.52870748299318]","A man and a woman are singing a lively song in a foreign language on a stage with microphones, illuminated by spotlights against a backdrop of a wooden wall."
VeD--7mvGo0,406.614542,"[139.764, 146.146]","A group of people, dressed in formal or semi-formal clothing, stand in a semi-circle with their heads bowed and eyes closed, united in a moment of prayer or reflection as a man sings in a foreign language on stage."
VeD--7mvGo0,406.614542,"[146.146, 162.453]","On a stage with a red curtain backdrop, a man and a woman are passionately singing into microphones, their voices harmonizing beautifully, then the scene shifts to a crowded indoor gathering where people are engaged in conversations or listening intently."
VeD--7mvGo0,406.614542,"[162.453, 173.631]","Three singers, two girls and a boy, stand on stage before a red curtain, their voices blending in harmony as they continue the performance of a foreign-language pop song."
VeD--7mvGo0,406.614542,"[173.631, 179.345]","As a pop song continues to play, the scene transitions from the musical performance to a group of people standing in a prayer circle, their heads bowed and hands clasped, bathed in the warm, soft light of the room."
VeD--7mvGo0,406.614542,"[179.345, 190.148]","A man and a young girl, both holding microphones, are singing a pop song in unison on a stage with red curtains, their voices blending harmoniously."
VeD--7mvGo0,406.614542,"[190.148, 200.4346485260771]","A young man in a black hoodie with a logo, initially alone on stage with a red curtain backdrop, is joined by a young woman as they both passionately sing into microphones during a lively performance."
VeD--7mvGo0,406.614542,"[200.575, 205.205]","In a quiet hall with rows of chairs visible in the background, a group of four people stand in a circle, their heads bowed in prayer, holding hands as solemn world music plays."
VeD--7mvGo0,406.614542,"[205.205, 222.05242630385487]","Four singers, two men and two women dressed in formal attire, stand before a microphone, their voices blending in a harmonious rendition of a world music song that transitions into a pop melody."
VeD--7mvGo0,406.614542,"[222.388, 227.56]","A group of people, bathed in bright light, stand in a circle, heads bowed in prayer or reflection, their hands clasped as a pop song plays in the background."
VeD--7mvGo0,406.614542,"[227.56, 245.328]","Four formally dressed singers, two men and two women, stand before microphones on a stage adorned with red curtains, harmonizing together as they perform a pop song for the audience."
VeD--7mvGo0,406.614542,"[245.328, 249.332]","As the four singers on stage, two men and two women dressed in formal attire, finish their pop song, the camera pans to a group of six individuals huddled together in quiet reflection, their heads bowed in what appears to be a prayer or shared moment of contemplation."
VeD--7mvGo0,406.614542,"[249.332, 260.927]","Four singers, two dressed in blue shirts and two in black blouses, stand on a stage with red curtains, harmonizing into their yellow microphones as they continue to perform the pop song for the audience seated in chairs in the background."
VeD--7mvGo0,406.614542,"[260.927, 266.683]","As a woman kneels in prayer, surrounded by a solemn gathering in what appears to be a church, a group of singers on a dimly lit stage continue their performance, their voices blending in a repetitive, foreign-language song."
VeD--7mvGo0,406.614542,"[266.683, 273.5542857142857]","On a stage adorned with red curtains, six singers, dressed in a mix of formal and semi-formal attire, energetically perform a pop song, their voices harmonizing as they sing in a foreign language into yellow microphones."
VeD--7mvGo0,406.614542,"[274.065, 279.10385487528345]","Five singers, dressed in a mix of formal and casual attire, stand in a line on a stage with a red curtain backdrop, harmonizing into their microphones as they perform a world music song for an audience seated in chairs."
VeD--7mvGo0,406.614542,"[279.279, 286.9815873015873]","On a stage with a red curtain backdrop, four singers dressed in a mix of formal and semi-formal attire, stand in a row, each holding a microphone and singing in Chinese, their voices blending together in harmony."
VeD--7mvGo0,406.614542,"[287.829, 400.733]","A man in a suit and tie stands at a podium with a red curtain behind him, leading the audience in a prayer for the new year, the students, faculty, and the institution."
4bveRsmZyXI,251.466667,"[0.0, 9.066]","A lone figure on stage, bathed in purple light, moves their arms expressively while singing a pop song in Korean, their voice occasionally punctuated by enthusiastic shouts."
4bveRsmZyXI,251.466667,"[9.066, 16.9]","As the lone figure on stage continues their energetic performance, the camera zooms in, revealing a man passionately singing in Korean, his white shirt illuminated by the stage lights."
4bveRsmZyXI,251.466667,"[16.9, 18.94748299319728]","As the man in the white shirt continues his performance, dancing energetically beneath the vibrant lights illuminating the stage, his voice booms through the speakers, urging the audience to ""rock"" with him."
4bveRsmZyXI,251.466667,"[19.033, 33.1]","The singer, bathed in purple light, continues his performance, belting out lyrics in Korean while raising his arms in the air to hype up the unseen audience."
4bveRsmZyXI,251.466667,"[33.1, 45.033]","The performer, dressed in a white t-shirt, continues his energetic stage act, singing in Korean under vibrant, colorful lights."
4bveRsmZyXI,251.466667,"[46.633, 48.204625850340136]","The singer, illuminated by purple stage lights, continues to passionately belt out the Korean lyrics into his microphone."
4bveRsmZyXI,251.466667,"[49.966, 55.066]","The young man on stage, illuminated by vibrant purple and pink lights, continues his performance, his voice clear and powerful as he sings in Korean, captivating the audience who cheers and claps along."
4bveRsmZyXI,251.466667,"[56.833, 85.433]","The lone figure on stage, now revealed to be a man with light-colored hair in a white shirt, continues his energetic performance, his arms raised as he sings in Korean under vibrant purple lights, captivating the unseen audience who cheers and claps along."
4bveRsmZyXI,251.466667,"[85.433, 91.466]","The lone figure on stage throws his arms wide, bathed in vibrant pink and purple stage lights, as a powerful female voice takes over the song, urging everyone to ""Let go""."
4bveRsmZyXI,251.466667,"[91.466, 100.366]","As the woman's powerful voice continues to echo through the speakers, the spotlight shifts, revealing a man in a white shirt, passionately singing into the microphone on the dramatically lit stage."
4bveRsmZyXI,251.466667,"[100.366, 102.5]","The man in the white shirt continues his passionate performance, his face illuminated by the purple stage lights as he sings into the microphone."
4bveRsmZyXI,251.466667,"[102.5, 105.46503401360545]","The man in the white shirt continues his passionate performance, his voice echoing through the speakers as he speaks into the microphone under the purple stage lights."
4bveRsmZyXI,251.466667,"[105.666, 109.1]","The stage, bathed in vibrant purple and blue lights, is now alive with energy as a group of performers dressed in white shirts and jeans dance and sing, their voices blending together in a powerful chorus."
4bveRsmZyXI,251.466667,"[109.1, 112.633]","The stage explodes with energy as a group of dancers in white shirts and jeans join the singer, their synchronized moves captivating the cheering audience as the song transitions to a more upbeat tempo."
4bveRsmZyXI,251.466667,"[113.266, 117.966]","The stage lights shift from purple to a vibrant mix of purple and blue as the energetic performance continues, the singer now joined by a group of dancers all dressed in white shirts and jeans."
4bveRsmZyXI,251.466667,"[117.966, 123.466]","The stage, brightly lit in shades of purple and blue, is crowded with performers, one of whom sings passionately into a microphone as the others dance energetically around them."
4bveRsmZyXI,251.466667,"[125.233, 132.5]","The energetic performance continues as the lead singer, now sporting a red bandana, belts out the pop song in Korean, captivating the audience with his passionate performance under the vibrant purple and blue stage lights."
4bveRsmZyXI,251.466667,"[132.5, 138.166]","The lone performer, dressed in a white t-shirt with a small red detail, continues his passionate singing in Korean, his voice clear and powerful as he holds the microphone close under the dim stage lights."
4bveRsmZyXI,251.466667,"[138.166, 151.25478458049886]","As the lone performer on stage continues his passionate pop song in Korean, another performer joins him, and they share a lively moment under the bright stage lights."
4bveRsmZyXI,251.466667,"[152.0, 157.933]","The lone performer, illuminated by colorful stage lights, smiles at the audience while singing in Korean, their voice filling the venue as they move energetically across the stage."
4bveRsmZyXI,251.466667,"[157.933, 165.766]","The lone performer, bathed in purple and orange stage lights, continues his passionate performance, captivating the audience with his energetic movements as a woman's voice joins the song."
4bveRsmZyXI,251.466667,"[165.766, 168.739410430839]","Under dim stage lights, a man with short hair sings passionately into the microphone, his white t-shirt standing out against the blurred background as a woman's voice, seemingly from offstage, can be heard."
4bveRsmZyXI,251.466667,"[169.533, 173.6]","On a stage bathed in green and yellow lights, a performer in a white shirt raises their arm, their silhouette striking against the vibrant backdrop as they move energetically to the pop song echoing through the venue."
4bveRsmZyXI,251.466667,"[173.6, 201.166]","The lone performer, bathed in blue and purple light, encourages the audience to sing along as he continues his energetic performance, joined later by other dancers in white shirts and jeans."
4bveRsmZyXI,251.466667,"[201.166, 203.96390022675737]","The lone performer, bathed in purple light, continues his passionate performance, swaying back and forth as he belts into the microphone, encouraging everyone to sing along."
4bveRsmZyXI,251.466667,"[204.433, 207.466]","As the lone man on stage continues his passionate performance, a woman's voice urges the audience, ""Let's go!"""
4bveRsmZyXI,251.466667,"[207.466, 217.7]","The man on stage, illuminated by warm yellow and orange lights, belts into the microphone, his passionate performance captivating as the camera moves around him, capturing his energy."
4bveRsmZyXI,251.466667,"[217.7, 242.433]","As the lone performer, illuminated by a spotlight, passionately sings into the microphone, the scene shifts to a vibrant stage where a group in white shirts and jeans dances and sings, their performance amplified by the cheers of the audience."
4bveRsmZyXI,251.466667,"[247.433, 251.466]","As the lone performer continues to sing, the camera focuses on a wall adorned with vertical lines of light, creating a dramatic contrast against the dark room."
uz4t7zA1z8c,461.8,"[0.0, 3.066]","A vibrant yellow light gradually illuminates a black screen, revealing the words ""BDWJ1987"" and ""PRESENTS"" as anticipatory hip-hop music begins to play."
uz4t7zA1z8c,461.8,"[5.066, 8.066]",A wrestler leaps from the top rope towards three other wrestlers in the ring as the unseen announcer hypes up the crowd with his energetic commentary.
uz4t7zA1z8c,461.8,"[12.066, 15.766349206349206]","High above the ring, a wrestler soars through the air, about to come crashing down on his opponent as the lively rhythm and blues song playing over the speakers briefly switches to a soulful love ballad."
uz4t7zA1z8c,461.8,"[16.733, 44.9]","A wrestler in red leaps from the ropes as the crowd roars, then two wrestlers grapple on the mat before another wrestler in white slams his opponent to the ground, the sounds of the crowd cheering and chanting ""Tozawa"" throughout the match."
uz4t7zA1z8c,461.8,"[47.566, 66.033]","The wrestling match continues with intense grappling and maneuvering as the wrestlers, fueled by the roar of the crowd, exchange blows and attempt to gain the upper hand."
uz4t7zA1z8c,461.8,"[66.033, 74.1]","One wrestler, illuminated by the spotlights in the ring, waits for his opponent as the crowd roars, their cheers and shouts echoing through the arena."
uz4t7zA1z8c,461.8,"[74.1, 109.4]","A female wrestler, spotlit against the dark arena, perches on the turnbuckle, ready to strike as the announcer calls the action. The crowd roars as wrestlers clash in a flurry of leaps, grapples, and slams, their grunts and the thud of bodies against the mat echoing through the arena.  One wrestler is thrown violently against the ring edge, his pained gasp audible as he struggles to regain his footing while the crowd cheers.  The intensity in the ring escalates as a wrestler in a green and orange uniform prepares to face his opponent, the referee closely observing their every move."
uz4t7zA1z8c,461.8,"[109.4, 111.4]","The wrestler in the orange and green outfit slams his opponent to the mat as the crowd roars with excitement, their cheers echoing through the arena."
uz4t7zA1z8c,461.8,"[111.4, 140.733]","The crowd roars with excitement as a wrestler in a mask pins his opponent, then another wrestler flies through the air over the ropes as the announcer excitedly describes the action."
uz4t7zA1z8c,461.8,"[140.733, 143.22031746031746]","As the wrestlers grapple on the mat, the crowd cheers and shouts, their excitement echoing through the arena."
uz4t7zA1z8c,461.8,"[143.633, 170.99174603174603]","A wrestler in black leaps from the top rope, soaring through the air before landing a move on his opponent as the crowd roars with excitement and the announcer calls the action."
uz4t7zA1z8c,461.8,"[171.866, 178.9]","As one wrestler hangs upside down in the air about to execute a move, the announcer excitedly exclaims ""Wow, Stereo moonsaults!"" as the crowd roars with excitement."
uz4t7zA1z8c,461.8,"[178.9, 185.933]","The wrestlers continue their match as one in a blue and white outfit struggles on the mat beneath his opponent, the announcer's voice booming through the arena as he describes a wrestler being knocked to the floor."
uz4t7zA1z8c,461.8,"[185.933, 192.98104308390023]","A wrestler in black and gold stands poised in the center of the ring, illuminated by spotlights, as his blue and white clad opponent is sprawled on the floor outside the ropes while the announcer describes the action to the unseen, cheering crowd."
uz4t7zA1z8c,461.8,"[193.0, 215.45795918367347]","The wrestling match continues with high energy as one wrestler leaps through the air, landing a move on his opponent as the crowd cheers wildly."
uz4t7zA1z8c,461.8,"[215.833, 223.033]","As a wrestler executes a high-flying maneuver in a blur of bright lights and cheering, the scene abruptly shifts to a chaotic crowd, where a group of people are entangled on the ground amidst the dim lighting and palpable tension."
uz4t7zA1z8c,461.8,"[223.033, 227.44562358276644]","One wrestler is down outside the ring as another prepares to engage him, while a man excitedly shouts ""High-five flow!"" from the crowd."
uz4t7zA1z8c,461.8,"[228.066, 241.49678004535147]","As the crowd cheers, a wrestler in colorful attire pauses atop a metal pole, then leaps, landing safely in the ring, while another wrestler in blue and green waits her turn, the bright lights highlighting the intensity of the match."
uz4t7zA1z8c,461.8,"[242.133, 248.166]","Two wrestlers, one in red and black and the other in similar colors, are locked in a fierce struggle on the mat as the crowd cheers and claps, their excitement echoing through the arena."
uz4t7zA1z8c,461.8,"[249.366, 315.633]","As the crowd roars, a wrestler in mid-air executes a move on his opponent, the announcer's voice booming through the arena describing the action. The match continues with high energy, the wrestlers grappling and maneuvering as the crowd cheers and jeers, their excitement echoing through the arena.  One wrestler, illuminated by the spotlights, stands victorious as his opponent lies defeated on the mat.  The scene shifts to a man in a suit addressing the crowd through a megaphone, his voice amplified above the roar of the audience. Finally, a shirtless wrestler leaps into the air, showcasing his strength and agility in the brightly lit ring."
uz4t7zA1z8c,461.8,"[317.3, 320.733]","A masked wrestler in black pants stands alone in the center of the ring, illuminated by a spotlight as a woman's voice announces to the cheering crowd that only one wrestler can remain."
uz4t7zA1z8c,461.8,"[320.733, 324.366]","As the announcer declares ""And there can only be one!"", one wrestler breaks free from a headlock and throws his opponent to the ground, triumphantly raising his arms to the roar of the crowd."
uz4t7zA1z8c,461.8,"[324.366, 326.6815419501134]","A masked wrestler, aided by two others, seems to be getting ready for something as someone shouts from off-screen, ""He's coming for it."""
uz4t7zA1z8c,461.8,"[327.566, 329.491156462585]","The two wrestlers lock up in the center of the ring, illuminated by spotlights as a concerned voice in the crowd exclaims something about what just happened."
uz4t7zA1z8c,461.8,"[330.433, 359.433]","As the crowd cheers, a wrestler in green executes a move on his opponent, then a masked wrestler throws his opponent to the ground before a wrestler in camouflage pants jumps from the top rope and pins his opponent for the win."
uz4t7zA1z8c,461.8,"[359.433, 387.566]","The crowd roars as two wrestlers grapple in the ring, one in a black tank top lifting his opponent in an orange outfit and slamming him to the mat."
uz4t7zA1z8c,461.8,"[387.566, 394.0518820861678]","One wrestler leaps high in the air, preparing to slam onto his opponent who's bracing for impact near the edge of the ring, as the crowd cheers wildly."
uz4t7zA1z8c,461.8,"[394.6, 422.766]","The crowd cheers as one wrestler flips his opponent upside down, then another wrestler attempts to pin his opponent but the opponent breaks free. One wrestler jumps into the air and lands on his opponent, then slams another opponent onto the ring. Finally, one wrestler manages to pin his opponent down, resulting in a victory."
uz4t7zA1z8c,461.8,"[422.766, 436.833]","As the crowd roars, one wrestler slams his opponent onto the mat with a suplex, then the action continues with another wrestler trying to overpower his opponent on the ground."
uz4t7zA1z8c,461.8,"[446.833, 451.833]","As the high-energy wrestling match concludes, the screen fades to black, displaying the words ""Thank you for watching"" followed by a list of names, likely the individuals involved in creating the video, while upbeat pop music plays."
lFKSO0jtTes,458.391267,"[0.0, 2.702]",A man commentates on the slime slammers game as a player attempts to slide a container of green slime across a series of green tubes.
lFKSO0jtTes,458.391267,"[2.702, 7.607]","Two contestants, covered head-to-toe in bright green slime, prepare for what seems like the final run of a game called ""Slime Slammers"" as a man commentates on the action, his voice heard over the excited cheers of the crowd."
lFKSO0jtTes,458.391267,"[11.578, 122.188]","A woman and a young girl walk hand-in-hand, the woman cheerfully greeting someone off-screen as upbeat music plays in the background. Later, the woman, now joined by a young boy, examines shirts with the words ""Slime Slammers"" on them, while someone off-screen asks, ""What do you think? Should I wear shorts?""."
lFKSO0jtTes,458.391267,"[145.678, 165.965]","A woman in a black dress with a pink bow walks down a sidewalk lined with production trailers, the rhythmic beat of a live pop performance echoing in the air, then she arrives at a red carpet event for Nickelodeon, where she poses for photos against a backdrop adorned with the Nickelodeon logo."
lFKSO0jtTes,458.391267,"[165.965, 174.14]","A woman in a long black skirt poses on the red carpet at a lively event, as a man nearby asks ""We can celebrate, right?"""
lFKSO0jtTes,458.391267,"[175.842, 202.335]","A man and a woman, both casually dressed, are engaged in a lighthearted conversation, the woman playfully explaining why the man wears sunglasses as she holds up a can of Red Bull."
lFKSO0jtTes,458.391267,"[213.313, 215.815]","Amidst the deafening roar of the crowd and the energetic rock music, one contestant, covered head-to-toe in slime, braces for impact as another, holding a container full of the bright green goo, prepares to drench them."
lFKSO0jtTes,458.391267,"[218.785, 232.799]","As two contestants in a slime-covered game show race towards a giant red button, a commentator jokes about the intensity of the competition while a lively pop song plays in the background."
lFKSO0jtTes,458.391267,"[232.799, 239.472]","The host, wearing a gray and blue athletic jacket, hypes up the crowd for the next round of the slime-covered game as the energetic pop music fades out and his voice echoes across the colorful, brightly lit studio."
lFKSO0jtTes,458.391267,"[239.472, 241.975]","In a brightly lit sports arena, two basketball players in black and orange jerseys are engaged in a fast-paced game as a man excitedly shouts ""Good"" followed by laughter from the crowd."
lFKSO0jtTes,458.391267,"[243.643, 246.312]","Two people playfully whack each other with large white pillows as a referee watches in a brightly lit arena, the announcer's voice booming over the excited crowd."
lFKSO0jtTes,458.391267,"[246.813, 249.115]","As electronic music plays, a climber in neon-accented gear scales a colorful indoor rock wall, illuminated by dynamic lighting that highlights the vibrant logos and branding in the background."
lFKSO0jtTes,458.391267,"[249.115, 250.6160544217687]","A person in a green suit rapidly descends towards a blue landing pad in an indoor arena, as electronic music pulses and the crowd erupts in cheers and applause."
lFKSO0jtTes,458.391267,"[251.451, 258.691]","Teams wearing matching shirts are excitedly digging through a huge container overflowing with beach balls, racing to find hidden water polo balls as a man commentates on their progress."
lFKSO0jtTes,458.391267,"[259.559, 264.33]","As teams frantically search for water polo balls hidden within a mountain of beach balls, the announcer excitedly describes the action, his voice echoing through the arena."
lFKSO0jtTes,458.391267,"[266.466, 308.775]","Two contestants race to hit a buzzer after a woman announces Lindsey Vonn as the winner, then Vonn expresses her gratitude to the cheering crowd, holding a trophy."
lFKSO0jtTes,458.391267,"[308.775, 315.648]","A woman on the ""Kids Choice Sports"" stage announces the winner, who celebrates beside her, as a young boy in the audience excitedly waves his arms in the air, thrilled to be part of the lively event."
lFKSO0jtTes,458.391267,"[317.884, 320.386]","Two contestants on brightly colored platforms race on stationary bikes to pump slime for their teams in the final round of ""Super Slime Showdown,"" as the announcer's voice booms, creating a vibrant and energetic game show atmosphere."
lFKSO0jtTes,458.391267,"[320.386, 341.51909297052157]","Two contestants on ""Slime Slammers"" excitedly pour green slime on themselves, then two other contestants race a cart decorated with pool noodles as lively pop music plays. Finally, a man holding a microphone observes a young girl and two others gathered around a table with a mysterious device on it."
lFKSO0jtTes,458.391267,"[343.176, 346.112]","The host, dressed in a blue shirt, announces the winner of a math game as the man in the orange shirt excitedly throws his arms in the air, while the woman in the red dress raises her arms in response to the upbeat pop music and the host's exclamation, ""Hit it on dance, baby!""."
lFKSO0jtTes,458.391267,"[346.112, 348.44480725623583]","The woman in the black outfit excitedly celebrates her team, ""Orange Crunch,"" winning with a score of 3-2, as the announcer calls for music and the man in the orange shirt throws his arms up in the air."
lFKSO0jtTes,458.391267,"[350.583, 353.353]","The Orange Climbs team erupts in joyous cheers, hoisting their well-deserved trophy with its purple top high in the air as the announcer reveals their victory and electronic music fills the arena."
lFKSO0jtTes,458.391267,"[353.353, 358.091]","The Orange Climbs team celebrates their victory on stage at the Kids' Choice Awards, jumping and cheering as they are showered in bright green slime."
lFKSO0jtTes,458.391267,"[358.091, 362.595]","The Orange Climbs team continues their exuberant celebration on stage, drenched in green slime, as one member holds the ""Champion"" trophy aloft while electronic dance music blasts through the arena."
lFKSO0jtTes,458.391267,"[363.629, 380.847]","A man and a woman, both wearing matching green shirts and covered in green paint, clean themselves up with white towels, as a lively pop song plays in the background and the announcer thanks the audience for attending the event."
lFKSO0jtTes,458.391267,"[380.847, 384.5456689342404]","As the camera pans across a lively outdoor event, focusing on a child near a messy stage, a man's voice announces giveaways and encourages the crowd to stay."
lFKSO0jtTes,458.391267,"[386.919, 391.424]","A young boy, his white t-shirt splattered with green paint, beams at someone off-camera, his joyful laughter blending with the pop song playing in the background as he exclaims, ""I did it! I can feel my knees."""
lFKSO0jtTes,458.391267,"[397.563, 418.516462585034]","Two participants in green and orange exit a messy game area, wiping themselves off with towels, as a man announces Orange Crunch's slimy victory to the cheering crowd."
lFKSO0jtTes,458.391267,"[418.785, 453.29995464852607]","After the slime-themed gameshow, a group of people, including a woman with vibrant green hair, celebrate together, discussing their experiences and the upcoming concert."
lFKSO0jtTes,458.391267,"[454.253, 458.391]","After the slime-themed gameshow, the screen fades to black, displaying an elegant, cursive ""Jules Verne"" signature in white, as upbeat pop music begins to play."
VkVB9hsAf3g,300.433467,"[0.0, 3.6919727891156464]","The video opens with the word ""SANOCHÉ"" displayed on a black background, followed by a subtitle describing it as a delicious mix of Caribbean culture. As a woman begins to speak, vibrant images of various Caribbean dishes flash across the screen, showcasing the richness and diversity of the cuisine."
VkVB9hsAf3g,300.433467,"[6.606, 32.699]","A woman with dark curly hair, wearing a black top, stands in her warm and inviting kitchen, beginning to prepare a scallop potato dish by layering ingredients in a heavy-based enamel dish."
VkVB9hsAf3g,300.433467,"[32.699, 36.73396825396826]","The woman, continuing to prepare the scallop potato dish, carefully cuts a pat of butter with a knife, explaining that she prefers to use her fingers for some tasks in the kitchen."
VkVB9hsAf3g,300.433467,"[37.67, 42.976]",The woman spreads the remaining egg in the hot cast iron skillet with her fingers as she explains her technique.
VkVB9hsAf3g,300.433467,"[42.976, 56.156]","The woman continues cooking, adding thinly sliced potatoes to the skillet as she describes her recipe, then the camera focuses on the sizzling cheese melting in the hot skillet."
VkVB9hsAf3g,300.433467,"[56.156, 77.844]","The woman continues cooking in her kitchen, adding thinly sliced onions to the skillet before pouring in milk and cream while a voice, seemingly from a television in the background, briefly interrupts."
VkVB9hsAf3g,300.433467,"[77.844, 85.24353741496599]","The woman, continuing to prepare the meal, picks up a blue pot and stirs its contents with a spoon, then adds a bit of liquid from a bottle while the sizzling from the stove continues in the background."
VkVB9hsAf3g,300.433467,"[86.052, 88.30548752834467]","The woman continues cooking, sprinkling something into a cast iron skillet filled with sizzling sliced onions as she announces her intention to add a little chili pepper."
