query_idx,video_id_gt,timestamp_start_gt,timestamp_end_gt,query_text,strategy,latency_server_total_ms,keyframe_1,keyframe_2,keyframe_3,keyframe_4,keyframe_5
149,AwoumR9RiHU,47.24,137.04,"A middle-aged man in a striped shirt stands before a blank flip chart, actively engaging in a presentation. He speaks in a foreign language, his voice clear as he discusses pricing strategies and their potential impact on business outcomes.",heuristic,2083.92,AwoumR9RiHU_1438,AwoumR9RiHU_2982,Bo5pzWMsF4A_2815,SOJfcshF9_Q_12707,Bo5pzWMsF4A_2867
150,64yLR2qTZcg,7.44,9.943,"As the sun bathes the city skyline in a warm glow, the camera zooms in on the towering skyscrapers, showcasing the bustling streets below, while a woman's voice announces, ""This summer, four cities, four weeks, many ways to connect the world with Becky Anderson.""",heuristic,2252.48,64yLR2qTZcg_142,UUVxmfaB08Q_7618,UggJrENa_Qw_1217,TglHaI_7mEY_617,TglHaI_7mEY_572
151,64yLR2qTZcg,9.943,27.06,"A reporter in a vibrant orange blazer reports from a bustling city street, her hand gestures animated as she speaks. As the camera shifts, a man carries a child on his shoulders, strolling down a busy street with a woman in a pink hijab. Transitioning to a studio setting, a news anchor smiles at the camera, inviting viewers to join a journey connecting the world with Becky Anderson on CNN.",heuristic,2297.4,gf-H5OBP9jI_397,ep4U3To3LRU_17316,64yLR2qTZcg_738,o8IzzdtUyv0_2669,WvwXV8L_ewc_5019
152,1cjHAtxmUHA,0.0,103.533,"Two children walk along a flooded rice paddy path, the boy carrying a metal bowl, the sounds of their movements punctuated by birdsong. They stop to collect something from the murky water, their happy voices occasionally punctuated by splashing.  Later, one of the boys carefully examines the contents of the bowl, now filled with eggs, against a backdrop of verdant green.",heuristic,2224.19,1cjHAtxmUHA_2843,1cjHAtxmUHA_2993,1cjHAtxmUHA_1292,1cjHAtxmUHA_1578,1cjHAtxmUHA_991
153,1cjHAtxmUHA,103.533,111.733,"The scene shifts abruptly from the rice paddy to a vibrant Bangladeshi flag, overlaid with a YouTube subscribe button and the words ""SUBSCRIBE THE CHANNEL,"" accompanied by upbeat pop music.",heuristic,2130.16,Uaa-Mz84vC8_341,KxzTBSPi9aI_481,qEO9Yo9FqKE_12574,369Dl6q3NUo_26836,GEmaF4_W0RE_681
154,2MwcVR6MHLA,0.0,55.88,"The video starts with a close-up of a person's hands skillfully playing an acoustic guitar, then zooms out to show their upper body as they strum chords and their fingers dance along the fretboard.",heuristic,2002.36,oA-BhGNK7qw_70225,2Vh-xCGMLzg_1620,2MwcVR6MHLA_3345,2MwcVR6MHLA_397,2MwcVR6MHLA_1865
155,2MwcVR6MHLA,55.88,162.04,"The guitarist's hands move adeptly from chord to chord, shown in detail by close-up shots of their fingers pressing on the fretboard, accompanied by on-screen diagrams that clearly illustrate the finger positions for each chord.  As the tutorial continues, a man's voice can be heard singing a folk song, his lyrics describing a ""dirty old town,"" adding a melancholic layer to the instructional video.",heuristic,2785.74,2MwcVR6MHLA_57,2MwcVR6MHLA_397,2Vh-xCGMLzg_1620,2MwcVR6MHLA_1337,oA-BhGNK7qw_70225
156,2Vh-xCGMLzg,7.32,12.08,"A person wearing a black apron is preparing a dish with mussels in a well-lit kitchen, carefully pouring a sauce over the glossy shellfish in a bowl, while a nearby dining table is elegantly set for a formal meal.",heuristic,2071.91,2Vh-xCGMLzg_1160,2Vh-xCGMLzg_813,2Vh-xCGMLzg_1153,2Vh-xCGMLzg_970,2Vh-xCGMLzg_558
157,2Vh-xCGMLzg,15.08,82.8,"A chef meticulously peels and slices shrimp at a well-lit dining table, showcasing the meticulous preparation of a meal. Lively folk music fills the air as a bottle of champagne, nestled amongst a group of people, is brought into focus, their faces reflecting the celebratory atmosphere. As the scene transitions, a logo for ""Museo Italian Music & Kitchen"" appears, accompanied by upbeat electronic music, promising an unforgettable Italian dining experience.",heuristic,2440.49,M8afiRNnB9s_6812,M8afiRNnB9s_6780,M8afiRNnB9s_6895,2Vh-xCGMLzg_384,M8afiRNnB9s_6874
158,2dK4fe2HRX4,0.0,44.582312925170065,"A cozy dining room, filled with natural light streaming through the windows, becomes a stage for a heartwarming scene as a child sings about Pocky Bear, their sweet melody blending with the gentle coos of a baby joining in.",heuristic,2029.15,Wpz7F-Hk6jU_8226,oA-BhGNK7qw_160842,FywjLQRju7Y_7828,Wpz7F-Hk6jU_7539,ajGCDzqda7Y_2421
159,2dK4fe2HRX4,45.175,125.201,"As the camera focuses on a foot resting on a table cluttered with a bowl and a cartoon-character box, a woman can be heard singing about ""stalking"" someone, her voice intermingling with a baby's cries and coos. Later, the scene shifts to a bed with a maroon pillow, where a pop song about ""Talking Peter"" plays softly in the background.",heuristic,2371.96,6mNFQsWIoDw_4473,aw6rLeAo4gk_149445,6mNFQsWIoDw_5389,mKozpqst8MI_57041,YPqNYBuUguY_17621
160,ffFvJirYt8w,0.0,38.499,"A baby, dressed in a pink onesie, lies peacefully on a bed, its face the focus of the camera as a woman speaks to it.  The baby, however, soon begins to cry, its cries filling the room as the woman tries to soothe it.",heuristic,2125.78,ffFvJirYt8w_415,ffFvJirYt8w_692,ffFvJirYt8w_139,ffFvJirYt8w_1798,ffFvJirYt8w_0
161,ffFvJirYt8w,38.499,83.033,"As the baby's cries intensify, the camera pans out to reveal someone holding and gently rocking the distressed child, their attempts to soothe the baby punctuated by the sounds of soft singing and humming.",heuristic,2040.1,-eoe6CBR1wE_2680,sMCTdDWf2sM_2549,hZEkzHGQUnw_32446,GGIexzDO8cg_1809,qNTLOA9haC4_1654
162,fgAKFN55gr8,0.0,127.594,"A blue Ford minivan, parked on a grassy area in a car dealership lot, is being advertised in the video with upbeat pop and electronic music playing in the background.",heuristic,1985.09,LDGJ8ykqlWE_518,fgAKFN55gr8_0,WDfHSGW-IDg_2633,eSJCk8fNFi8_4598,fgAKFN55gr8_229
163,fgAKFN55gr8,127.594,137.036,"A gray van, similar in style to the blue one advertised earlier, is parked in the bright sun of the car dealership lot as upbeat music continues to play.",heuristic,1981.06,fgAKFN55gr8_685,1g8i8Z0je_w_2187,6RGTgYM1mwk_1124,WDfHSGW-IDg_2633,xPYKV9H51Sc_82515
164,ftC7MgacjCg,0.0,2.711,"A graphic design with the ""BroBead"" and ""kipling"" logos in a gold color is displayed on a white background, while upbeat punk music plays in the background, perhaps hinting at the brand's style for Fall 2015.",heuristic,2561.48,ftC7MgacjCg_1064,ftC7MgacjCg_1072,ftC7MgacjCg_1017,ftC7MgacjCg_34,ftC7MgacjCg_3
165,ftC7MgacjCg,2.711,35.000090702947844,"A man standing before a blue door announces the launch of a new collection, his words accompanied by upbeat pop music. As the music continues, the scene shifts to show a man and a woman smiling before a brick wall and then transitions again to a bustling photography studio where a team assembles, preparing for a shoot.",heuristic,2208.27,TnMrrg9ssXA_199454,K33Si0yvnec_699,xIWiwN9pM14_2164,aXV-U1p2owM_197188,9DgHZ1bPTag_2364
166,hdXA4-tCwTA,0.0,248.12843537414966,"In this podcast recording session, a lively discussion unfolds between a man with a red beanie and a woman, as they reminisce about their shared experience on a past TV show and the tense atmosphere surrounding it.",heuristic,2019.06,l1hSxpbY0yA_1894,GbU_T2XiFgA_1281,v2_4v8t_IY8_2311,R-PiTIAHx10_1975,cVsCAgSOHJw_5113
167,hdXA4-tCwTA,253.553,268.468,"The video transitions from the podcast recording to a minimalist screen displaying the ""CLIP FULL VIDEOS"" logo, while upbeat electronic music plays in the background, signaling the end of the podcast segment.",heuristic,2492.84,wyEVCUU6AbA_6737,0kpiM7TWDZY_4279,0kpiM7TWDZY_2170,pjpObnTgOXo_207,mYpylHfPVAY_1873
168,0JTW1IMJ9d0,0.0,4.971,"Against a plain background, the video begins with a title card ""How to Arm Knit"" before transitioning to a close-up of someone's hands methodically tying a slip knot, accompanied by lighthearted children's music.",heuristic,2563.35,0JTW1IMJ9d0_5,0JTW1IMJ9d0_45,0JTW1IMJ9d0_22,0JTW1IMJ9d0_11,0JTW1IMJ9d0_15
169,0JTW1IMJ9d0,9.943,83.083,"Following the instructions of the tutorial, a pair of hands first separates two strands of thick, dark blue yarn, then expertly manipulates the yarn to make a slip knot, and finally ties the yarn around the wrist, while a woman explains the process of arm knitting.",heuristic,2110.26,5_ktCUWKhm0_19511,ACMtJ7YByjQ_11013,EF2xlJIGFdQ_75913,Cbvn1hI7gR0_13474,6WE0rrbFhEg_406
170,0wHM01ok0PU,0.0,4.4,"A computer screen displays a dark user interface with faint text and a yellow icon, while the sound of rushing water transitions into a muffled conversation about something visually unidentifiable.",heuristic,2294.08,6Hb8uzHLA2Q_849,6Hb8uzHLA2Q_224,Qt7OgOB_TVU_6924,XG8vW3blclY_987,h2SpLNxN-tw_639
171,0wHM01ok0PU,4.4,105.533,"A man is speaking, giving a tour of a cluttered room filled with boxes and furniture, explaining that his goal is to organize the space and digitize the paperwork.",heuristic,1964.63,3voe8kCy7Gs_7992,WZuiTeSps-c_1252,78F_Y4y3oXw_686,Uu1mGBeAQPg_8,oBvw8UmeeHs_1464
172,10fOVZIj5zg,10.125,50.43374149659864,"A woman, identified as MJ Ball, the host of ""Behind the Handlebars,"" delivers news about Harley-Davidson closing its Kansas City plant while her image remains static against a black background.",heuristic,2134.69,vt3IuJCKOMQ_5655,AI86J_4Jtnk_2087,AI86J_4Jtnk_1734,nGNR_vrP-Ek_9652,0DVVomZLJQs_8670
173,10fOVZIj5zg,50.708,55.791,"The video transitions from news about Harley-Davidson to showcasing a black shirt with ""Watch for Motorcycles"" printed in bold white letters, emphasizing motorcycle safety.",heuristic,2074.8,10fOVZIj5zg_897,ICJXXGd8ZOc_415,YDUakUmxuOQ_5956,1NEm6ScZkz0_3899,YDUakUmxuOQ_1547
174,18G1U7_vSJM,0.0,35.015691609977324,"The President, standing at a podium with the presidential seal, delivers a speech advocating for peace and prosperity for Palestinians and Israelis, emphasizing his commitment to facilitating an agreement.",heuristic,2278.31,YkM_ZlUI5J8_4679,18G1U7_vSJM_1151,aXV-U1p2owM_140242,18G1U7_vSJM_322,MmsIOgJuuWQ_9574
175,18G1U7_vSJM,35.2,64.92,"The video then transitions to show a man with a blue tie passionately speaking about the Israeli-Palestinian conflict, his speech occasionally interrupted by pauses as he looks directly at the camera. An older man, standing at a podium with an American flag in the background, then speaks about a two-state solution with East Jerusalem as the Palestinian capital. Finally, the two men shake hands at a podium with the presidential seal, a Palestinian flag now also visible in the background.",heuristic,2298.8,18G1U7_vSJM_1151,LlAKcJ-DE88_795,18G1U7_vSJM_1615,UGGUPyzw67w_2102,amTGcG8MMBc_1157
176,19hfQm5-3Mo,5.0,246.23365079365078,"A man is piloting a white speedboat on a calm, sunny day, cruising through the water as he provides commentary on the boat's performance and fuel efficiency at various speeds.",heuristic,1990.45,19hfQm5-3Mo_3002,19hfQm5-3Mo_5497,ZiGlHTfqN-E_510,qDuPITqVLBo_2134,EF2xlJIGFdQ_88494
177,19hfQm5-3Mo,247.066,252.533,"The sleek white speedboat, adorned with a black and yellow logo, cuts through the shimmering water, leaving a trail of foam in its wake as a voiceover begins to highlight its impressive features and specifications.",heuristic,2347.68,2-V96f62kGM_2503,95Emw6MdmHE_7198,njOg6o4xDJQ_4953,YuoFzL4ShRY_8776,2Crk3CL5-Ec_207
178,7GkZ7PLMaZk,0.0,11.3,"As a cheerful pop song plays, the video first shows a tranquil forest scene with towering trees and lush undergrowth. Colorful words like ""forest"" and ""nature"" float in the air, adding a touch of whimsy to the serene atmosphere. Then, the scene transitions to a sandy beach, where the words ""every word,"" ""a short story,"" and ""purebred"" appear, playfully scattered across the screen against a warm sunset backdrop.",heuristic,2803.98,7GkZ7PLMaZk_247,5_ktCUWKhm0_174281,gLXO-jeJlTQ_5296,TglHaI_7mEY_10511,RNCNHZuvirk_4856
179,7GkZ7PLMaZk,17.766,52.766,"A man is explaining how to pronounce the word ""pangolin,"" which is displayed on the screen against a vibrant yellow background with a green progress bar underneath.",heuristic,2112.35,DPugKj0pKtU_10952,p_u5NTopEso_1089,aXV-U1p2owM_209925,3voe8kCy7Gs_7992,Pi0A7COd8Ew_580
180,7xZehDyXuB0,6.066,11.082086167800455,"The camera follows a person hurrying through a crowded street as a woman, seemingly surprised by the bustling scene, exclaims ""Oh!""",heuristic,1954.96,xzpqxtOtdvM_1286,Cbvn1hI7gR0_5192,ep4U3To3LRU_19247,xzpqxtOtdvM_1380,gf-H5OBP9jI_299
181,7xZehDyXuB0,12.0,98.866,"As the pop music fades, a blurry scene gradually comes into focus, revealing a man with a look of astonishment as he witnesses a chaotic crowd looting shops on a street filled with vibrant colors and dynamic lighting.",heuristic,2087.72,aXV-U1p2owM_60734,Wtnw9ooAW98_183,pXEA_KJgRmU_2825,C0g3NdRBTIc_7161,Cbvn1hI7gR0_5195
182,8cr4aWlIYK4,0.0,296.629,"A lively breakdancing battle is underway, the dancers' energetic movements set to upbeat music as a large, enthusiastic crowd cheers them on.",heuristic,2280.6,vDrpSVLIn_c_1442,8cr4aWlIYK4_10878,8cr4aWlIYK4_8180,8cr4aWlIYK4_8526,pPXltWFLIys_398
183,8cr4aWlIYK4,296.629,389.689,"As the breakdancing battle concludes, a countdown echoes through the venue, met with cheers and applause from the crowd. The music shifts to a high-energy pop track, and a new group of dancers takes the stage, their synchronized movements illuminated by the vibrant stage lights. After a brief intermission, the music transitions to a faster-paced, punk-infused style, accompanying a dynamic solo performance that electrifies the audience.",heuristic,2602.01,vDrpSVLIn_c_1442,vDrpSVLIn_c_1591,hGTaWfriqfs_2331,vDrpSVLIn_c_1420,pPXltWFLIys_679
184,8lhPuyetcdE,0.0,60.0,"Mike, wearing a gray t-shirt and sunglasses, sits on his wife's black and chrome Indian Scout motorcycle in a quiet suburban setting. After revving the engine for the camera, he speeds off down the street, leaving a trail of smoke from the rear tire.",heuristic,2086.65,8lhPuyetcdE_1459,8lhPuyetcdE_561,8lhPuyetcdE_1235,YDUakUmxuOQ_3242,gf-H5OBP9jI_299
185,8lhPuyetcdE,65.0,67.366,"Mike, sporting a brown t-shirt, relaxes on the idling Indian Scout motorcycle, the rumble of the engine filling the air as someone off-screen encourages him to ""go in.""",heuristic,1983.72,8lhPuyetcdE_561,oA-BhGNK7qw_90128,rnk2MlSHm7o_65,26BT7YzpzQs_5868,7XJ6Ss2i60Q_3791
186,DwwdRDPwzoE,0.0,82.066,"A man is speaking to the camera in his front yard, showing off his new jungle hammock and tarp setup while birds chirp in the background.",heuristic,1988.64,TnMrrg9ssXA_200143,nyyEk5zwkKg_3744,do2t7F13NNA_4409,bDzFcdDcYGI_3162,nyyEk5zwkKg_2045
187,DwwdRDPwzoE,82.066,93.0,"As the man finishes his demonstration, the camera focuses on a bright yellow hammock, swaying gently under a leafy canopy, while the sounds of birds chirping and leaves crunching underfoot create a peaceful ambiance.",heuristic,2077.31,ePTs86a7Dh4_2006,nyyEk5zwkKg_3744,0e3GPea1Tyg_5456,ePTs86a7Dh4_2340,nyyEk5zwkKg_4369
188,EJEOaBbE6rA,0.0,194.28136054421768,"A young boy, illuminated by warm light, dances playfully for the camera before venturing into a dimly lit cave with an adult, his curiosity piqued by the dripping water and strange rock formations.",heuristic,2048.29,XlAanysVzzc_1056,XlAanysVzzc_2333,mhZZUveK-uQ_275,lFKSO0jtTes_11645,nGNR_vrP-Ek_3803
189,EJEOaBbE6rA,194.661,199.632,"A young boy, wearing a blue and white striped shirt, stands smiling in a wooded area as a woman says goodbye to someone off camera and mentions ""Ethan's"" videos.",heuristic,2119.4,EJEOaBbE6rA_5753,vj9JxXXeEpM_45,sMlvY8GLKi4_7224,xsO7lu70Ghg_5321,xsO7lu70Ghg_4290
190,ESwHaPn1Rb0,0.0,57.947,"A young girl with a gentle smile, wearing a colorful floral dress, sits in a softly lit room, playfully strumming a guitar. As she continues to pluck at the strings, her smile widens, her eyes sparkling with joy. Briefly, the camera focuses on the framed picture on the wall behind her, before returning to the girl who is now looking directly at the camera, her hair playfully tousled. As she speaks in Spanish, her cheerful voice fills the room, inviting viewers to enjoy her musical moment.",heuristic,2366.33,ESwHaPn1Rb0_3441,KaO8SYGKI6M_1178,xPYKV9H51Sc_8349,ofZXcR-GE7o_4295,ofZXcR-GE7o_5543
191,ESwHaPn1Rb0,57.947,276.995,"As the young guitarist continues to strum, the camera captures her focused expression, her fingers moving deftly across the strings, filling the room with a cheerful melody.",heuristic,1964.1,Q1WSGeuIBUU_2093,hZEkzHGQUnw_32446,GGIexzDO8cg_3368,UyA-XahbX9o_2254,GGIexzDO8cg_3321
192,F8Pa8EPn_c4,0.0,3.12,"A vibrant, gradient logo for ""Venus Worldwide Entertainment"" fills the screen, accompanied by a brief electronic jingle before a woman's voice announces ""Rhyme Time.""",heuristic,2474.51,F8Pa8EPn_c4_25,F8Pa8EPn_c4_738,XG8vW3blclY_1188,Q17JqVEoV1Y_6355,aAFUEHWZ_D8_211
193,F8Pa8EPn_c4,14.56,26.610068027210886,"A cartoon teacher, dressed in a yellow blouse, stands at the front of a brightly lit classroom, pointing to the board as she explains a lesson while a student attentively takes notes.",heuristic,2297.82,CL4qjTsj0i8_1570,K418iVP0w6U_1365,v2_4v8t_IY8_6027,F8Pa8EPn_c4_123,aw6rLeAo4gk_89974
194,GEnOPtk3k_8,5.0,215.52,"The video opens with a title card for ""Global Politics and Global Policy"" and then transitions to a woman speaking about her research on global justice and overcoming inequality, especially in the Middle East. She discusses her research-led teaching, highlighting two courses she teaches: ""Politics, Power and Policy"" and ""Middle East Politics and Security.""  The woman, identified in an image caption as Dr. Victoria Mason, speaks against a backdrop of a bookshelf filled with books, emphasizing the academic context.",heuristic,2467.18,GEnOPtk3k_8_236,GEnOPtk3k_8_3779,GEnOPtk3k_8_4660,GEnOPtk3k_8_755,GEnOPtk3k_8_3454
195,GEnOPtk3k_8,216.24,236.24,"The video transitions from Dr. Mason's introduction to a promotional segment highlighting Murdoch University's leading position in global politics and policy in Western Australia, accompanied by classical and folk music playing in the background.",heuristic,2527.81,GEnOPtk3k_8_6047,GEnOPtk3k_8_6011,GEnOPtk3k_8_4992,GEnOPtk3k_8_1683,GEnOPtk3k_8_1230
196,GPsHvcZcdSI,7.04,30.0,"The video starts with three young women smiling in a spacious public space, then cuts to a vibrant stage performance with acrobatic dancers and live music. It then transitions to a scene with a man and a woman in a crowded room, where the woman in pink is speaking animatedly. Later, the video cuts back to two young women in a casual conversation, and finally focuses on a single woman with a warm smile, happily reacting to someone off-camera as she gestures with her hands. Throughout these scenes, a man and a woman discuss their exhilarating experience at a trapeze school, marveling at the performers' skill and the nerve-wracking heights involved.",heuristic,2530.49,xPYKV9H51Sc_18074,0DVVomZLJQs_49633,C0g3NdRBTIc_2712,xPYKV9H51Sc_31155,xPYKV9H51Sc_18330
197,GPsHvcZcdSI,30.68,32.78657596371882,"The man with light brown hair and glasses smiles warmly, engaged in a conversation amidst the soft lighting and blurred figures of a spacious public space, his voice resonating with enthusiasm as he continues a story about the human body.",heuristic,2082.16,eK06bZPDSDo_9563,rxRJh_6agME_5248,MSfDVu3i9mE_18,TD2By_m9cCg_649,-eBOaccLCGs_1428
198,GZ-JajWPI4Q,2.969,356.6585034013605,"The video begins with a close-up of boxing gloves before panning out to show a boxer in a stance, then transitions to a series of shots showcasing the boxer's agility and technique. Later, the video cuts to a shirtless man with tattoos sitting against a white wall, who appears to be in a state of discomfort as he rubs his ear and face while engaged in a conversation with someone off-camera about his boxing career and personal struggles.",heuristic,2313.93,GZ-JajWPI4Q_42,UyA-XahbX9o_2644,7XJ6Ss2i60Q_6271,UyA-XahbX9o_1618,UyA-XahbX9o_3879
199,GZ-JajWPI4Q,357.523,359.692,"The two boxers circle each other in the ring, their gloved fists raised, as a pop song plays in the background.",heuristic,1931.72,aXV-U1p2owM_139352,aw6rLeAo4gk_142365,CvyTFwzPUOo_3795,R-PiTIAHx10_3989,xPYKV9H51Sc_47463
